id,subject,topic,question,A,B,C,D,answer,explanation,categoryKey,categoryLabel
1336,AI ML,Feature Engineering,What is feature selection?,Creating new features,Identifying and keeping only the most relevant features to improve model performance and reduce complexity,Scaling features,Encoding categorical variables,B,"Feature selection removes irrelevant or redundant features, improving model accuracy, training speed, and interpretability.",ai_ml,AI / Machine Learning and Data Analytics
1337,AI ML,Model Deployment MLOps,What is MLOps?,A new ML algorithm,Practices combining ML development and operations to deploy and maintain ML models reliably in production,A Python library,A data preprocessing technique,B,"MLOps (ML + DevOps) applies DevOps practices to ML â€” automating model training, testing, deployment, monitoring, and retraining for reliable production ML systems.",ai_ml,AI / Machine Learning and Data Analytics
1338,AI ML,Model Deployment MLOps,What is model drift?,A bug in the model,Degradation of model performance over time as real-world data distribution changes from training data,An optimization technique,A type of regularization,B,"Model drift occurs when the statistical properties of input data change over time, causing model performance to degrade. Requires monitoring and periodic retraining.",ai_ml,AI / Machine Learning and Data Analytics
1339,AI ML,AI Ethics,What is algorithmic bias in AI?,A slow algorithm,When an AI system produces systematically unfair outcomes due to biased training data or design,A type of overfitting,An optimization problem,B,"Algorithmic bias occurs when AI systems reflect and amplify prejudices present in training data or design choices, leading to unfair treatment of certain groups.",ai_ml,AI / Machine Learning and Data Analytics
1340,AI ML,AI Ethics,What is the purpose of explainable AI (XAI)?,To make AI faster,To make AI model decisions understandable and interpretable to humans,To increase model accuracy,To reduce training data needs,B,XAI aims to make AI decision-making transparent and understandable â€” critical for building trust and ensuring accountability in high-stakes applications like healthcare and finance.,ai_ml,AI / Machine Learning and Data Analytics
1341,Networks,Data Link Layer,What is the MAC address?,An IP address,A unique hardware identifier assigned to a network interface card (NIC) at the data link layer,A type of password,A web URL,B,"MAC (Media Access Control) address is a 48-bit hardware address burned into the NIC, used for communication within a local network segment.",networks,Computer Networks and Cloud Computing
1342,Networks,Data Link Layer,What is the purpose of the data link layer in the OSI model?,Routing between networks,Reliable node-to-node data transfer and error detection within a single network segment,Application-level communication,End-to-end reliable delivery,B,"The data link layer handles framing, error detection, and MAC addressing for communication between directly connected nodes on the same network segment.",networks,Computer Networks and Cloud Computing
1343,Networks,Data Link Layer,What is ARP (Address Resolution Protocol) used for?,Assigning IP addresses,Mapping an IP address to a MAC address within a local network,Encrypting network traffic,Routing between networks,B,ARP resolves IP addresses to MAC addresses â€” when a device knows the IP of a target but needs the MAC address to send a frame on the local network.,networks,Computer Networks and Cloud Computing
1344,Networks,Transport Layer,What is the difference between TCP and UDP?,TCP is faster; UDP is more reliable,"TCP provides reliable, ordered, error-checked delivery; UDP is faster but unreliable (no acknowledgment)",They are identical protocols,UDP is used for web browsing; TCP for video,B,"TCP guarantees delivery with acknowledgments, ordering, and flow control. UDP sends without handshaking â€” lower overhead, suitable for streaming and gaming where speed matters more than perfect reliability.",networks,Computer Networks and Cloud Computing
1345,Networks,Transport Layer,What is a port number in networking?,A physical connector on a router,"A 16-bit number identifying a specific process/application on a host, enabling multiple services on one IP address",The router's IP address,A type of network cable,B,"Port numbers (0-65535) identify specific applications on a host. HTTP uses port 80, HTTPS 443, SSH 22 â€” allowing multiple services to share one IP address.",networks,Computer Networks and Cloud Computing
1346,Networks,Transport Layer,What is the TCP three-way handshake?,A hacking technique,SYN â†’ SYN-ACK â†’ ACK â€” the process establishing a reliable TCP connection between client and server,A routing algorithm,A wireless protocol,B,"The three-way handshake establishes TCP connections: client sends SYN, server responds SYN-ACK, client sends ACK â€” synchronizing sequence numbers before data transfer.",networks,Computer Networks and Cloud Computing
